ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WHITE,HISPANIC,BLACK,ASIAN,NATIVE,OTHER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGREE
25731,25731,Urk,Flevoland,41079,Urk,41079,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
26129,26129,Biddinghuizen,Flevoland,22954,Biddinghuizen,22954,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
26308,26308,Dronten,Flevoland,11464,Dronten,11464,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27038,27038,Swifterbant,Flevoland,82060,Swifterbant,82060,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27212,27212,Lekkum,Friesland,59551,Lekkum,59551,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27232,27232,Miedum,Friesland,51181,Miedum,51181,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27235,27235,Snakkerburen,Friesland,41757,Snakkerburen,41757,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27244,27244,Hempens,Friesland,49516,Hempens,49516,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27259,27259,Teerns,Friesland,30600,Teerns,30600,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27260,27260,Swichum,Friesland,27039,Swichum,27039,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27264,27264,Wytgaard,Friesland,94637,Wytgaard,94637,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27285,27285,Emst,Friesland,81533,Emst,81533,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27286,27286,Tzum,Friesland,85561,Tzum,85561,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27332,27332,Hitzum,Friesland,62804,Hitzum,62804,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27344,27344,Achlum,Friesland,76685,Achlum,76685,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27369,27369,Herbaijum,Friesland,31509,Herbaijum,31509,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27382,27382,Franeker,Friesland,21215,Franeker,21215,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27819,27819,Zweins,Friesland,31719,Zweins,31719,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27822,27822,Peins,Friesland,25014,Peins,25014,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27833,27833,Schalsum,Friesland,51040,Schalsum,51040,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27840,27840,Ried,Friesland,58662,Ried,58662,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27857,27857,Boer,Friesland,15740,Boer,15740,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27860,27860,Dongjum,Friesland,76000,Dongjum,76000,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27875,27875,Sexbierum,Friesland,79284,Sexbierum,79284,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27936,27936,Pietersbierum,Friesland,93173,Pietersbierum,93173,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27947,27947,Oosterbierum,Friesland,20235,Oosterbierum,20235,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27972,27972,Klooster Lidlum,Friesland,86443,Klooster Lidlum,86443,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
27975,27975,Tzummarum,Friesland,80421,Tzummarum,80421,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28033,28033,Firdgum,Friesland,82390,Firdgum,82390,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28039,28039,Bakhuizen,Friesland,20574,Bakhuizen,20574,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28088,28088,Balk,Friesland,72869,Balk,72869,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28223,28223,Elahuizen,Friesland,98070,Elahuizen,98070,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28235,28235,Harich,Friesland,56336,Harich,56336,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28257,28257,Kolderwolde,Friesland,13338,Kolderwolde,13338,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28260,28260,Mirns,Friesland,43472,Mirns,43472,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28265,28265,Nijemirdum,Friesland,31544,Nijemirdum,31544,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28282,28282,Oudega,Friesland,62395,Oudega,62395,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28292,28292,Oudemirdum,Friesland,82174,Oudemirdum,82174,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28347,28347,Rijs,Friesland,91237,Rijs,91237,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28358,28358,Ruigahuizen,Friesland,23524,Ruigahuizen,23524,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28364,28364,Sloten,Friesland,17293,Sloten,17293,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28402,28402,Sondel,Friesland,31606,Sondel,31606,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28420,28420,Wijckel,Friesland,69648,Wijckel,69648,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28443,28443,Blesdijke,Friesland,93352,Blesdijke,93352,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28458,28458,Boijl,Friesland,47420,Boijl,47420,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28493,28493,De Blesse,Friesland,48622,De Blesse,48622,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28520,28520,De Hoeve,Friesland,90371,De Hoeve,90371,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28532,28532,Langelille,Friesland,66117,Langelille,66117,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28541,28541,Munnekeburen,Friesland,58151,Munnekeburen,58151,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28556,28556,Nijeholtpade,Friesland,35265,Nijeholtpade,35265,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28571,28571,Nijeholtwolde,Friesland,88682,Nijeholtwolde,88682,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
28579,28579,Nijelamer,Friesland,93479,Nijelamer,93479,0.5,0.5,0.7,0.0,0.1,0.1,0.0,0.1,0.059661896777454,0.065587890759584,0.064071938810667,0.058444541424536,0.054964742632703,0.065082573443278,0.067758458322806,0.066081723591428,0.067540253118038,0.06848198084388,0.073248041895399,0.069837150010336,0.060626593472219,0.056113191078853,0.042929002917059,0.028401130073271,0.017605714679468,0.013563176149023,0.09,0.02,0.05,0.18,0.11,0.15,0.22,0.11,0.02,0.01,0.09,0.47,0.17,0.25
