,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
400,400,UrgentCare400,Street 400,Schraard,FR,8746ND,yeah nice international support,6595880284,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0795890341910,5.4596089354337
401,401,UrgentCare401,Street 401,Tjerkwerd,FR,8765LH,yeah nice international support,8223377471,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0417433660456,5.4937683261477
402,402,UrgentCare402,Street 402,Witmarsum,FR,8748AA,yeah nice international support,7224968438,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.1032745754019,5.4682724725227
403,403,UrgentCare403,Street 403,Wons,FR,8747NJ,yeah nice international support,3051665729,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0855517964924,5.4208984716938
404,404,UrgentCare404,Street 404,Zurich,FR,8749TT,yeah nice international support,1742174347,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.1264675131130,5.4075955478315
405,405,UrgentCare405,Street 405,Abbega,FR,8617LA,yeah nice international support,1130609209,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0282437150606,5.5756414562264
406,406,UrgentCare406,Street 406,Blauwhuis,FR,8615LB,yeah nice international support,5915437220,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0255375344813,5.5342649346815
407,407,UrgentCare407,Street 407,Folsgare,FR,8771KE,yeah nice international support,1042919136,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0418881395748,5.5804556946593
408,408,UrgentCare408,Street 408,Gaastmeer,FR,8611JH,yeah nice international support,1601745315,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9638199205758,5.5454553769959
409,409,UrgentCare409,Street 409,Gauw,FR,8551PD,yeah nice international support,8423074921,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9433684619828,5.6276490862072
410,410,UrgentCare410,Street 410,Goënga,FR,8628EK,yeah nice international support,3766814413,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0527705347554,5.6925398792385
411,411,UrgentCare411,Street 411,Greonterp,FR,8658LH,yeah nice international support,9138984489,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0149701885170,5.5070593577511
412,412,UrgentCare412,Street 412,Heeg,FR,8621BA,yeah nice international support,6472172929,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9682202764063,5.5993886552750
413,413,UrgentCare413,Street 413,Hommerts,FR,8622ZJ,yeah nice international support,8256589251,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9816612606048,5.6542662972604
414,414,UrgentCare414,Street 414,Idzega,FR,8612JJ,yeah nice international support,3147780107,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9797258520197,5.5543320732425
415,415,UrgentCare415,Street 415,IJlst,FR,8651AA,yeah nice international support,1879719289,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0116821619168,5.6225959945810
416,416,UrgentCare416,Street 416,Indijk,FR,8553MC,yeah nice international support,7959610763,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9481904984415,5.6215914773530
417,417,UrgentCare417,Street 417,Jutrijp,FR,8623XG,yeah nice international support,6477806821,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9969288320239,5.6456901723121
418,418,UrgentCare418,Street 418,Koufurderrige,FR,8529MJ,yeah nice international support,5908344324,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9584692490641,5.6564608098066
419,419,UrgentCare419,Street 419,Nijland,FR,8771KA,yeah nice international support,8156277127,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0562430705420,5.5620871887198
420,420,UrgentCare420,Street 420,Oosthem,FR,8651NC,yeah nice international support,8423015425,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0098915753448,5.6079914301595
421,421,UrgentCare421,Street 421,Oppenhuizen,FR,8624HV,yeah nice international support,5841340441,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9991233213440,5.6980706782881
422,422,UrgentCare422,Street 422,Sandfirden,FR,8613JH,yeah nice international support,9524860950,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9881768073073,5.5188017848168
423,423,UrgentCare423,Street 423,Scharnegoutum,FR,8629EA,yeah nice international support,3525219941,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0587873872856,5.6807779552866
424,424,UrgentCare424,Street 424,Smallebrugge,FR,8552MN,yeah nice international support,1519502849,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9603655379082,5.6355338641822
425,425,UrgentCare425,Street 425,Tirns,FR,8632WE,yeah nice international support,1521742329,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0606910175068,5.6297691618943
426,426,UrgentCare426,Street 426,Tjalhuizum,FR,8772KL,yeah nice international support,3982837946,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0479990034331,5.6101365016646
427,427,UrgentCare427,Street 427,Uitwellingerga,FR,8624HV,yeah nice international support,2665903600,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9975550135450,5.6954917380324
428,428,UrgentCare428,Street 428,Westhem,FR,8616LA,yeah nice international support,7674410968,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0179382454835,5.5431610524969
429,429,UrgentCare429,Street 429,Wolsum,FR,8774PD,yeah nice international support,8034093787,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0369953213295,5.5460998121664
430,430,UrgentCare430,Street 430,Woudsend,FR,8551MA,yeah nice international support,2938452019,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9398136458100,5.6246752565628
431,431,UrgentCare431,Street 431,Ypecolsga,FR,8554RD,yeah nice international support,3917765574,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9354125937192,5.6107022081061
432,432,UrgentCare432,Street 432,Schiermonnikoog,FR,9166LA,yeah nice international support,9571698394,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.4796038745850,6.1629521722793
433,433,UrgentCare433,Street 433,Aldtsjerk,FR,9064DB,yeah nice international support,6618537662,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.2756353441153,5.8690502973350
434,434,UrgentCare434,Street 434,Wyns,FR,9091BA,yeah nice international support,2637762879,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.2434955408055,5.8330744442998
435,435,UrgentCare435,Street 435,Oentsjerk,FR,9062EA,yeah nice international support,2083309515,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.2492765262398,5.8962158591467
436,436,UrgentCare436,Street 436,Gytsjerk,FR,9060AA,yeah nice international support,8034838778,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.0874102386733,4.6558271498448
437,437,UrgentCare437,Street 437,Ryptsjerk,FR,9256HE,yeah nice international support,1860634626,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.2233213726250,5.9115282575015
438,438,UrgentCare438,Street 438,Mûnein,FR,9063DW,yeah nice international support,8371801815,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.2483843763975,5.9329556785554
439,439,UrgentCare439,Street 439,Tytsjerk,FR,9255JA,yeah nice international support,7054327208,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.2167859309990,5.9094593604221
440,440,UrgentCare440,Street 440,Suwâld,FR,9265LB,yeah nice international support,5511317743,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.1791465994860,5.9276069052911
441,441,UrgentCare441,Street 441,Hurdegaryp,FR,9254AA,yeah nice international support,2395826322,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.2171853876515,5.9390065034400
442,442,UrgentCare442,Street 442,Noardburgum,FR,9257DP,yeah nice international support,4702385420,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.2245859787718,6.0095417857008
443,443,UrgentCare443,Street 443,Burgum,FR,9251AA,yeah nice international support,3822406858,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.1978036546985,5.9882539301027
444,444,UrgentCare444,Street 444,Jistrum,FR,9258CA,yeah nice international support,1094106430,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.2048502747180,6.0742864385337
445,445,UrgentCare445,Street 445,Sumar,FR,9262MA,yeah nice international support,2457121544,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.1745985912542,5.9985457901734
446,446,UrgentCare446,Street 446,Eastermar,FR,9260AA,yeah nice international support,6145066632,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.1756687484721,6.0583839977506
447,447,UrgentCare447,Street 447,Garyp,FR,9263AA,yeah nice international support,8325641222,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.1446748899880,5.9793394990140
448,448,UrgentCare448,Street 448,Earnewâld,FR,9264ZN,yeah nice international support,6288180259,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.1314498714223,5.9385639187460
449,449,UrgentCare449,Street 449,Hoorn,FR,8896ZP,yeah nice international support,8730535314,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.6523558095853,5.0503123626117
450,450,UrgentCare450,Street 450,Akmarijp,FR,8541AA,yeah nice international support,3137561974,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9951462943000,5.7927523470627
451,451,UrgentCare451,Street 451,Boornzwaag,FR,8526DR,yeah nice international support,2296376445,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9903252406788,5.7311833739282
452,452,UrgentCare452,Street 452,Broek,FR,8512AA,yeah nice international support,9966687028,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9877710437959,5.7510517632533
453,453,UrgentCare453,Street 453,Dijken,FR,8528DT,yeah nice international support,8887931713,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9545485605619,5.7088060301066
454,454,UrgentCare454,Street 454,Doniaga,FR,8516DC,yeah nice international support,4013421583,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9051830083896,5.7432099190459
455,455,UrgentCare455,Street 455,Goingarijp,FR,8511AA,yeah nice international support,2774306533,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0134026838824,5.7738058781111
456,456,UrgentCare456,Street 456,Haskerdijken,FR,8468BA,yeah nice international support,5468839144,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9924410557737,5.8808846063819
457,457,UrgentCare457,Street 457,Haskerhorne,FR,8506AA,yeah nice international support,9677849524,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9584990124020,5.8464305542257
458,458,UrgentCare458,Street 458,Idskenhuizen,FR,8523DK,yeah nice international support,1032407120,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9310483443267,5.7140730919116
459,459,UrgentCare459,Street 459,Joure,FR,8501AA,yeah nice international support,5297839038,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9700656588823,5.7903833433552
460,460,UrgentCare460,Street 460,Langweer,FR,8525DL,yeah nice international support,9422149130,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9451069928784,5.7427040401086
461,461,UrgentCare461,Street 461,Legemeer,FR,8527DS,yeah nice international support,9714733419,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9379711304212,5.7278344267291
462,462,UrgentCare462,Street 462,Nieuwebrug,FR,8469AA,yeah nice international support,5953385255,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9897597069132,5.8858906322588
463,463,UrgentCare463,Street 463,Oldeouwer,FR,8515CB,yeah nice international support,4449684086,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9162428820374,5.8115825650894
464,464,UrgentCare464,Street 464,Ouwsterhaule,FR,8513CA,yeah nice international support,2689261262,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9292809930250,5.8241180136155
465,465,UrgentCare465,Street 465,Ouwster-Nijega,FR,8514CA,yeah nice international support,2959410424,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9249316809045,5.8194749224497
466,466,UrgentCare466,Street 466,Rohel,FR,8507CA,yeah nice international support,6210789676,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9277926140518,5.8234896046036
467,467,UrgentCare467,Street 467,Rotstergaast,FR,8462TA,yeah nice international support,3687915492,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9229448665313,5.9098933851743
468,468,UrgentCare468,Street 468,Rotsterhaule,FR,8463ND,yeah nice international support,2238193528,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9303840288113,5.8514740102279
469,469,UrgentCare469,Street 469,Rottum,FR,8461LC,yeah nice international support,1924962695,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9507177780040,5.9013256617499
470,470,UrgentCare470,Street 470,Scharsterbrug,FR,8517DC,yeah nice international support,2730213087,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9305554154645,5.7838305458239
471,471,UrgentCare471,Street 471,Sint Nicolaasga,FR,8521DE,yeah nice international support,3991819303,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9323275261468,5.7665708406591
472,472,UrgentCare472,Street 472,Sintjohannesga,FR,8464NA,yeah nice international support,4848581954,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9384568191672,5.8773459611414
473,473,UrgentCare473,Street 473,Snikzwaag,FR,8505AA,yeah nice international support,3687331348,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9854560913876,5.7874708033519
474,474,UrgentCare474,Street 474,Terkaple,FR,8542AA,yeah nice international support,6427904103,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0108743718512,5.7866264115455
475,475,UrgentCare475,Street 475,Teroele,FR,8524DK,yeah nice international support,1480652952,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9368355357819,5.6944563742719
476,476,UrgentCare476,Street 476,Tjerkgaast,FR,8522ME,yeah nice international support,2496209043,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9025553399146,5.6777748213093
477,477,UrgentCare477,Street 477,Vegelinsoord,FR,8467SB,yeah nice international support,6803496201,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,52.9851318196034,5.8725802465523
478,478,UrgentCare478,Street 478,Eagum,FR,9006XH,yeah nice international support,4757833884,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.1303694661268,5.8276984650293
479,479,UrgentCare479,Street 479,Akkrum,FR,8491AA,yeah nice international support,5789381327,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0534402830488,5.8460704025830
480,480,UrgentCare480,Street 480,Dearsum,FR,8644VP,yeah nice international support,4983192302,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0831211974674,5.7117918208671
481,481,UrgentCare481,Street 481,Friens,FR,9009XC,yeah nice international support,7762429967,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0985163852978,5.7971441986542
482,482,UrgentCare482,Street 482,Idaerd,FR,9007SC,yeah nice international support,4016562625,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.1182991338243,5.8141417708341
483,483,UrgentCare483,Street 483,Jirnsum,FR,9011TA,yeah nice international support,5601631849,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0721600746806,5.8005632330404
484,484,UrgentCare484,Street 484,Aldeboarn,FR,8495HA,yeah nice international support,4572741243,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0522537439915,5.8747946406956
485,485,UrgentCare485,Street 485,Poppenwier,FR,9013BD,yeah nice international support,7245901215,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0691439780430,5.7620727706187
486,486,UrgentCare486,Street 486,Raerd,FR,9012CK,yeah nice international support,8972261373,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0994972129301,5.7601555974568
487,487,UrgentCare487,Street 487,Reduzum,FR,9008RA,yeah nice international support,3542931154,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.1161183030508,5.7845848644946
488,488,UrgentCare488,Street 488,Sibrandabuorren,FR,8647ET,yeah nice international support,8915836917,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0672786460925,5.7048995270003
489,489,UrgentCare489,Street 489,Terherne,FR,8493KA,yeah nice international support,8616564767,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0377861370428,5.7776831869931
490,490,UrgentCare490,Street 490,Tersoal,FR,9014BG,yeah nice international support,6640301018,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.0672289084090,5.7461204820708
491,491,UrgentCare491,Street 491,Wergea,FR,9005MA,yeah nice international support,7388692286,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.1496099874436,5.8429633720732
492,492,UrgentCare492,Street 492,Warstiens,FR,9004XW,yeah nice international support,3814225122,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.1613787213741,5.8628063198889
493,493,UrgentCare493,Street 493,Warten,FR,9003LA,yeah nice international support,4612625690,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.1495868203466,5.8879887748231
494,494,UrgentCare494,Street 494,Hollum,FR,9161AA,yeah nice international support,9701838272,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.4382245196897,5.6529587229648
495,495,UrgentCare495,Street 495,Ballum,FR,9162EA,yeah nice international support,5763550045,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.4385293917478,5.6755434535464
496,496,UrgentCare496,Street 496,Nes,FR,9163EA,yeah nice international support,5364741699,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.4433878769861,5.7805167288285
497,497,UrgentCare497,Street 497,Buren,FR,9164JA,yeah nice international support,8206106276,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.4480041308310,5.7982821041732
498,498,UrgentCare498,Street 498,Oosterend,FR,8897HA,yeah nice international support,4177462675,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.3995140073300,5.3618192053749
499,499,UrgentCare499,Street 499,Lies,FR,8895KA,yeah nice international support,3133560934,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.3967504568830,5.3315540299412
500,500,UrgentCare500,Street 500,Formerum,FR,8894KB,yeah nice international support,9712918070,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.3896906185732,5.3064139311216
501,501,UrgentCare501,Street 501,Landerum,FR,8893GX,yeah nice international support,4628571046,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.3869058727580,5.2996792982960
502,502,UrgentCare502,Street 502,Midsland,FR,8891GA,yeah nice international support,4584320575,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.3831829461190,5.2868364353827
503,503,UrgentCare503,Street 503,Striep,FR,8892HA,yeah nice international support,8086533619,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.3775343877967,5.2935317041184
504,504,UrgentCare504,Street 504,Baaiduinen,FR,8881HJ,yeah nice international support,9309662572,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.3774066786350,5.2757245952268
505,505,UrgentCare505,Street 505,Kaard,FR,8883HD,yeah nice international support,6680460458,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.3764501160846,5.2703846103206
506,506,UrgentCare506,Street 506,Hee,FR,8882HA,yeah nice international support,2087407148,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.3783866804943,5.2546019525995
507,507,UrgentCare507,Street 507,Kinnum,FR,8885HE,yeah nice international support,6679832471,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.3749795860330,5.2751930267638
508,508,UrgentCare508,Street 508,West-Terschelling,FR,8881AA,yeah nice international support,4513382525,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.3585813443770,5.2149534540109
509,509,UrgentCare509,Street 509,Bitgum,FR,9044LA,yeah nice international support,1553153217,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.2357581378686,5.6733459029318
510,510,UrgentCare510,Street 510,Bitgummole,FR,9045PA,yeah nice international support,2018283294,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.2360030127286,5.6989917707186
511,511,UrgentCare511,Street 511,Berltsum,FR,9041AA,yeah nice international support,6694646870,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.2432340473269,5.6431858771776
512,512,UrgentCare512,Street 512,Blessum,FR,9032XA,yeah nice international support,9236738350,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",Proprietary,No,Not Available,53.1839958113713,5.7206986077083
